SORU_ID,SORU,DOĞRU CEVAP,AKADEMİK SEVİYE,SORU TÜRÜ,KRİTİK ANAHTAR,KAVRAMLAR
guz_ara_sinav_2022_cikmis_sorular_9,Sanayi Devrimi’nin ortaya çıkardığı kötü çalışma koşullarına karşı işçileri ve emeği sermayeye karşı korumak ve bu yolla toplumdaki sınıf çatışmalarını önleyerek toplumun ve devletin varlığını sürdürmesini sağlamaya yönelik uygulamalara '-------' denir. Yukarıdaki cümlede boş bırakılan yeri aşağıdakilerden hangisi doğru şekilde tamamlar?,C,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sosyal politika kökündeki 'sermayeye karşı' ifadesi,"Endüstri ilişkileri, Sendikacılık"
guz_ara_sinav_2022_cikmis_sorular_10,"Mevcut düzenlemelerin yetersizliği nedeni ile maden ocaklarında çalışan işçilerin insani çalıştırılma şartlarına yönelik olarak 1921 yılında çıkarılan, işçilerin çalışma hürriyeti, günlük mesai, asgari ücret, sosyal güvenlik, iş teftişi ve ceza-i müeyyideler konusunda önemli hükümler getiren düzenleme aşağıdakilerden hangisidir?",B,Bilgi / Analiz,Kurum-Görev eşleştirmesi,1921 yılında çıkarılan,"Maden ocakları, İşçilerin insani çalıştırılma şartları"
guz_ara_sinav_2022_cikmis_sorular_11,"Liberalizmin ekonomik ve sosyal etkilerine karşı olarak ortaya çıkan ve liberal düşüncenin temelinde yer alan bireyciliğe karşı, toplumun bireye üstünlüğü düşüncesini geliştiren iktisadi düşünce aşağıdakilerden hangisidir?",B,Bilgi / Çözüm,Kurum-Görev eşleştirmesi,bireyciliğe karşı,"Merkantilizm, Sosyalizm"
guz_ara_sinav_2022_cikmis_sorular_12,Sendikal örgütlenmenin önündeki engellerin kaldırılması ile özellikle bireysel olarak pazarlık gücüne sahip olamayan düşük nitelikli emeğin güçlendirilmesi ve toplu pazarlık yoluyla ücretinin artırılması gelir dağılımı politikası araçlarından hangisine bir örnektir?,E,Bilgi / Analiz,Kurum-Görev eşleştirmesi,toplu pazarlık,"toplu pazarlık, ücret, gelir dağılımı"
guz_ara_sinav_2022_cikmis_sorular_13,II. Dünya Savaşı sırasında Almanya’da görülen ve mevcut emeğin tamamının kullanılmasına rağmen talebin karşılanamaması durumuna ne ad verilir?,E,Bilgi / Analiz,Kurum-Görev eşleştirmesi,"II. Dünya Savaşı, Almanya, emeğin tamamının kullanılmasına rağmen talebin karşılanamaması durumuna","Atıl istihdam, Eksik istihdam, Gizli işsizlik, Tam istihdam, Aşırı istihdam"
guz_ara_sinav_2022_cikmis_sorular_14,"I. Herkes için en az yaşama düzeyinin güvence altına alınması II. Gelirler arasındaki farklılıkların azaltılması III. Kişilere tanınacak fırsat eşitliği ile yükselme olanaklarının herkese açık bulundurulması Yukarıdakilerden hangileri, gelir dağılımını sağlamaya yönelik alınan sosyal politika önlemlerindendir?",E,-,-,-,-
guz_ara_sinav_2022_cikmis_sorular_15,I. Maliye politikası II. Ücret politikaları III. Fiyat politikası IV. Servet politikası Yukarıdakilerden hangileri gelir dağılımı politikasının araçlarındandır?,A,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Gelir dağılımı politikası,"Gelir dağılımı politikası, Maliye politikası, Ücret politikaları, Servet politikası"
guz_ara_sinav_2022_cikmis_sorular_16,Aşağıdakilerden hangisi aktif istihdam politikalarından biridir?,A,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Soru kökündeki 'sigortası' ifadesi,"Bismarck, Sosyal Sigorta, Doğrudan kamu istihdamı"
guz_ara_sinav_2022_cikmis_sorular_17,Kişilerin kendilerine sağlanan sosyal yardım ve hizmetlerden herhangi bir bedel ya da prim ödemeden yararlanmasına ne ad verilir?,B,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Primsiz sistem,"Sosyal Sigorta, Primsiz sistem"
guz_ara_sinav_2022_cikmis_sorular_18,Belirli bir dönemde belirli bir kitle tarafından tüketici mal ve hizmetlerine ödenen perakende fiyatlardaki değişikliklerin ölçüsüne ne ad verilir?,C,Bilgi / Analiz,Terminoloji/Bilim-Eğitim,perakende fiyatlardaki değişiklikler,"Tüketici fiyatları, Perakende fiyat endeksi"
guz_ara_sinav_2022_cikmis_sorular_19,"Yoksulluğu sadece mutlak anlamda bir yaşamı sürdürme meselesi olarak görmeyen, kişi ya da hane halkının sahip olduğu gelir düzeyinin, içinde yaşanılan toplumdaki ortalama gelir düzeyinin gerisinde kalma durumu olarak ifade edilen kavrama ------- denir. Yukarıdaki cümlede boş bırakılan yeri aşağıdakilerden hangisi doğru şekilde tamamlar?",D,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Soru kökündeki 'yoksulluk' ifadesi,"Bismarck, Sosyal Sigorta"
guz_ara_sinav_2022_cikmis_sorular_20,"Çalışanın; verimliliği, eğitim düzeyi, kıdemi gibi unsurları dikkate almaksızın kararlaştırılan ödemenin belirli bir süre çalışılması sonunda hak edilmesi esasına dayanan ücret sistemi aşağıdakilerden hangisidir?",C,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Zaman esasına dayalı ücret sistemi,"Zaman esasına dayalı ücret sistemi, Performansa dayalı ücret sistemi"
guz_ara_sinav_2022_cikmis_sorular_21,Ne zaman ortaya çıkacağı bilinmemekle birlikte ileride gerçekleşmesi muhtemel ya da muhakkak olan ve buna maruz kalan kişinin mal varlığında eksilmeye neden olan tehlikeye ne ad verilir?,Bilinmiyor,Bilgi / Analiz,Teorik-Görev eşleştirmesi,Tehlikenin 'eksilmeye neden olma' ifadesi,"Sosyal Risk, İş Riski, Kaza Riski"
guz_ara_sinav_2023_cikmis_sorular_2,"""İşgücü piyasasından nitelikli işçi sağlanması, istihdam şartlarının işletmenin yararına olarak nasıl geliştirilebileceğini ve işletmedeki personelin nasıl motive edileceği"" sosyal politika ile ilişkili sosyal bilim dallarından hangisinin bir amacıdır?",E,-,-,-,-
guz_ara_sinav_2023_cikmis_sorular_3,Aşağıdakilerden hangisi ILO'nun temel sözleşmelerinden biri değildir?  A)98 sayılı Örgütlenme ve Toplu Sözleşme Hakkı Sözleşmesi,A,Bilgi / Analiz,Kurum-Görev eşleştirmesi,ILO'nun temel sözleşmeleri,"ILO, Bismarck, Sosyal Sigorta"
guz_ara_sinav_2023_cikmis_sorular_4,"Liberalizmin ekonomik ve sosyal etkilerine karşı olarak ortaya çıkan ve liberal düşüncenin temelinde yer alan bireyciliğe karşı, toplumun bireye üstünlüğü düşüncesini geliştiren iktisadi düşünce aşağıdakilerden hangisidir?",D,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Liberalizmin ekonomik ve sosyal etkilerine karşı,"Liberalizmin ekonomik ve sosyal etkileri, Bireycilik, Toplumun bireye üstünlüğü"
guz_ara_sinav_2023_cikmis_sorular_5,"Toplumun bağımlı çalışan, ekonomik yönden güçsüz ve özel olarak bakım, gözetim, yardım, desteklenme gereksinimi duyan kesimlerinin ve grupların karşılaştıkları ya da karşılaşabilecekleri risklere, olumsuzluklara karşı en geniş biçimde korunmalarına yönelik kamusal politikaları konu alan sosyal bilim dalına ne ad verilir?",C,Bilgi / Analiz,Kurum-Görev eşleştirmesi,kamu politikaları ve riskler,"Kamu Politikası, Sosyal Politika"
guz_ara_sinav_2023_cikmis_sorular_6,"Sanayi Devrimi ile birlikte ortaya çıkan ağır çalışma koşulları, işsizlik, kadın ve çocukların sanayide acımasızca kullanılmaları, aile birliği ve düzeninin bozulması, fabrikalarda yaşanan çatışmalar öncelikle aşağıdaki ülkelerin hangisinde görülmüştür?",A,Bilgi / Analiz,Tarihi-Geopolitik eşleştirmesi,"Sanayi Devrimi, ağır çalışma koşulları, işsizlik","Sanayi Devrimi, Bismarck"
guz_ara_sinav_2023_cikmis_sorular_7,"İngiltere'de, sosyal politikanın uluslararası boyut kazanmasına yönelik ilk adımlar aşağıdakilerin hangisi tarafından atılmıştır?",B,-,-,-,-
guz_ara_sinav_2023_cikmis_sorular_8,Aşağıdakilerden hangisi sosyal politikanın kollektif kendi kendine yardım araçlarından biri değildir?,B,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sosyal politikanın kollektif kendi kendine yardım araçlarından biri değildir,"Sendikalar, Bakanlıklar, Kooperatifler, Vakıflar, Dernekler"
guz_ara_sinav_2023_cikmis_sorular_9,"İngiltere’de 1802 yılında, çalışma ilişkilerinin düzenlenmesine ilişkin basit bir uygulama ile başlayan müdahale anlayışı ilk olarak hangi çalışan grubuna yönelik ortaya çıkmıştır?",C,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sosyal Sigorta,"Bismarck, Sosyal Sigorta, Madende çalışan kadınlar"
guz_ara_sinav_2023_cikmis_sorular_10,"Türkiye’de sosyal politika eğitimine ilişkin ilk çalışmaları gerçekleştiren, sosyal politikanın çeşitli konuları hakkında çok sayıda eser veren ve bu alanda birçok bilim insanının yetişmesine katkı sağlayan Türk sendikacılık hareketlerinin gelişmesi ve 1945 yılından itibaren Çalışma Bakanlığı başta olmak üzere birçok kurumun oluşumunda önemli katkıları olan bilim adamı aşağıdakilerden hangisidir?",C,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sosyal politika eğitimine ilişkin ilk çalışmaları,"Sosyal politika, Sendikacılık"
guz_ara_sinav_2023_cikmis_sorular_11,İktisadi faaliyetin emek unsurunun tutsaklar ve köleler tarafından yerine getirildiği toplum düzenine ne ad verilir?,E,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Soru kökündeki 'tutsaklar ve köleler' ifadesi,"Feodalizm, Sosyal Hâkimlik"
guz_ara_sinav_2023_cikmis_sorular_12,Yoksulluğun ölçülmesinde yaygın olarak kullanılan ve yoksulluk çizgisi altındaki kişilerin toplam nüfusa oranını gösteren yöntem aşağıdakilerden hangisidir?,A,Bilgi / Analiz,Kurum-Görev eşleştirmesi,yoksulluk çizgisi altındaki kişilerin toplam nüfusa oranını gösteren yöntem,"Yoksulluk, FGT Endeksi"
guz_ara_sinav_2023_cikmis_sorular_13,Ne zaman ortaya çıkacağı bilinmemekle birlikte ileride gerçekleşmesi muhtemel ya da muhakkak olan ve buna maruz kalan kişinin mal varlığında eksilmeye neden olan tehlikeye ne ad verilir?,E,-,-,-,-
guz_ara_sinav_2023_cikmis_sorular_14,"Ücretlendirme sırasında sadece yapılacak iş göz önünde bulundurulmadan, teknik ve ekonomik bir rasyonellikten uzak, insancıl değerleri dikkate alarak belirlenen ücret aşağıdakilerden hangisidir?",A,Analiz / Öneri,Kurum-Görev eşleştirmesi,insancıl değerler,"Bismarck, Sosyal Sigorta, Evrensel Hizmet"
guz_ara_sinav_2023_cikmis_sorular_15,"Gelirin ücret, faiz, rant ve kâr arasında nasıl dağıldığını gösteren gelir dağılımı türü aşağıdakilerden hangisidir?",B,Bilgi / Analiz,Kurum-Görev eşleştirmesi,"Gelirin ücret, faiz, rant ve kâr arasında nasıl dağıldığını gösteren","Toplumsal gelir dağılımı, Bismarck, Sosyal Sigorta"
guz_ara_sinav_2023_cikmis_sorular_16,"İşçilere normal bir çalışma günü karşılığı ödenen ve işçinin gıda, konut, giyim, sağlık, ulaşım ve kültür gibi zorunlu ihtiyaçlarını günün fiyatları üzerinden en az düzeyde karşılamaya yetecek ücrete ne ad verilir?",B,Bilgi / Analiz,Terminolojik eşleştirmesi,"Gıda, konut, giyim, sağlık, ulaşım ve kültür","Asgari Ücret, Reel Ücret"
guz_ara_sinav_2023_cikmis_sorular_17,Asgari geçim düşüncesine dayanan ve kişilerin ya da hane halklarının asgari geçim düzeyinin altında olma durumunu ifade eden yoksulluk türü aşağıdakilerden hangisidir?,D,-,-,-,-
guz_ara_sinav_2023_cikmis_sorular_18,Aşağıdakilerden hangisi pasif istihdam politikalarından biridir?,D,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Pasif istihdam politikaları,"Pasif İstihdam Politikaları, Sosyal Sigorta"
guz_ara_sinav_2023_cikmis_sorular_19,Bütün gelirlerle ilgili gelişmelere bu gelirlerin doğuşu esnasında doğrudan etki etmeyi amaçlayan hükümet politikalarına ne ad verilir?,D,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Gelirler politikası ifadesi,"Bismarck, Sosyal Güvenlik"
guz_ara_sinav_2024_cikmis_sorular_2,Aşağıdakilerden hangisi Sanayi Devriminin ortaya çıkardığı değişimlerin yarattığı yeni toplumsal yapının özelliklerinden biri değildir?  A)Fabrikalarda emeği ile geçinen işçi sınıfının ortaya çıkması  B)Liberalizmin getirdiği zenginliklerin dağılımının adaletsiz olması,D,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sanayi Devrimi,"Sanayi Devrimi, İşçi Sınıfı, Liberalizm"
guz_ara_sinav_2024_cikmis_sorular_3,"Çalışma hayatına ilişkin sorunlara çözüm bulunması, ücretlilerin durumunu yakından etkileyen ekonomik sorunlarla uğraşılması, emeğin ticari bir mal olmadığı, dernek kurma ve ifade özgürlüğünün ilerlemenin vazgeçilmez bir şartı olduğu, yoksulluğun herkesin refahını tehdit eden bir tehlike olduğu ve her ulusun sorunlarının sosyal diyalog içerisinde üçlü katılım yolu ile çözülmesi gerektiğine işaret eden ve 1944 yılında kabul edilen belge aşağıdakilerden hangisidir?",C,Bilgi / Analiz,Tarihsel Belgeler Eşleştirmesi,1944 yılına işaret eden 'belge',"Beveridge Raporu, Atlantik Şartı, İnsan Hakları Evrensel Bildirisi, Filadelfiya Bildirgesi"
guz_ara_sinav_2024_cikmis_sorular_4,Üretim faktörü olarak insanı ele alarak işgücü piyasasında istihdam ve ücret konularını inceleyen bilim dalı aşağıdakilerden hangisidir?,C,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Üretim faktörü olarak insanı ele alarak,"Çalışma ekonomisi, Ücret"
guz_ara_sinav_2024_cikmis_sorular_5,İktisadi faaliyetin emek unsurunun tutsaklar ve köleler tarafından yerine getirildiği toplum düzenine ne ad verilir?,B,Bilgi / Analiz,Tarih-Görev eşleştirmesi,Köleler,"Bismarck, Sosyal Sigorta, Köleler, Feodalizm"
guz_ara_sinav_2024_cikmis_sorular_6,"Mülkiyet ve egemenliğin birbirine katıldığı, siyasal iktidar ile ekonomik iktidarın aynı kişide birleştiği ve dönemin üretim yapısı kadar yönetim yapısını da ifade eden kavram aşağıdakilerden hangisidir?",A,-,-,-,-
guz_ara_sinav_2024_cikmis_sorular_7,"Aşağıdakilerden hangisi, sosyal politikanın doğrudan hedeflerinden biri değildir?",E,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sosyal politikanın doğrudan hedeflerinden biri değildir ifadesi,"Bismarck, Sosyal Sigorta"
guz_ara_sinav_2024_cikmis_sorular_8,"Mevcut düzenlemelerin yetersizliği nedeni ile maden ocaklarında çalışan işçilerin çalışma şartlarına yönelik olarak 1921 yılında çıkarılan, işçilerin çalışma hürriyeti, günlük mesai, asgari ücret, sosyal güvenlik, iş teftişi ve ceza-i müeyyideler konusunda önemli hükümler getiren düzenleme aşağıdakilerden hangisidir?",C,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Maden ocakları ve sosyal güvenlik ifadesi,"Bismarck, Sosyal Sigorta, Maden Nizamnamesi"
guz_ara_sinav_2024_cikmis_sorular_9,"""İşgücü piyasasından nitelikli işçi sağlanması, istihdam şartlarının işletmenin yararına olarak nasıl geliştirilebileceğini ve işletmedeki personelin nasıl motive edileceği"" sosyal politika ile ilişkili sosyal bilim dallarından hangisinin bir amacıdır?",D,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Nitelkili işçi sağlanması ve motive edilişi,"Sosyal Sigorta, Bismarck, Beveridge, İnsan kaynakları yönetimi"
guz_ara_sinav_2024_cikmis_sorular_10,"Aşağıdakilerden hangisinin kurulması, Türkiye'de sendikacılık hareketinin başlangıcı kabul edilir?",B,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Soru kökündeki 'sendikacılık' ifadesi,"Osmanlı Amele Cemiyeti, Sendikacılık"
guz_ara_sinav_2024_cikmis_sorular_11,"İşçi statüsünde çalışanların iş ilişkileri ve çalışma yaşamında korunması amacıyla, devletçe alınan karar ve sürdürülen uygulamaları inceleyen bilim dalı aşağıdakilerden hangisidir?",C,-,-,-,-
guz_ara_sinav_2024_cikmis_sorular_12,"Aksak rekabet koşullarının görüldüğü piyasalarda faaliyet gösteren firmalar, üretimlerini suni olarak azaltarak fiyatlarını yükseltmek suretiyle aşırı kâr elde edebilmektedirler. Bu durum gelir dağılımını etkileyen faktörlerden hangisine örnek olabilir?",A,Bilgi / Analiz,Faktör eşleştirmesi,Aksak rekabet koşullarının görüldüğü piyasalarda,"Üretim faktörlerinin niteliği, Aksak rekabet"
guz_ara_sinav_2024_cikmis_sorular_13,Aşağıdakilerden hangisi gelir dağılımı türlerinden biri değildir?,B,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Gelir dağılımı türleri arasındakinin 'Fonksiyonel gelir dağılımı' ifadesi,Gelir Dağılımı
guz_ara_sinav_2024_cikmis_sorular_14,Belirli bir dönemde belirli bir kitle tarafından tüketici mal ve hizmetlerine ödenen perakende fiyatlardaki değişikliklerin ölçüsüne ne ad verilir?,D,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Tüketici fiyatları ifadesi,"Tüketici Fiyatları, Tüketim Eğilimi, Büyüme Hızı"
guz_ara_sinav_2024_cikmis_sorular_15,"Çalışanın verimliliğinin belirleyici unsur olduğu ve ortalama bir verimin üzerinde çalışılması durumunda, çalışılan süre, gerçekleştirilen üretim fazlasına bağlı olarak asıl ücrete ek olarak prim ödemeleri yapılmasını esas alan ücret sistemi aşağıdakilerden hangisidir?",E,-,-,-,-
guz_ara_sinav_2024_cikmis_sorular_16,"ILO’ya göre, insan onuruna yakışır çalışma koşullarında, iş sağlığı ve güvenliği koşullarına uygun, sosyal güvenlik imkânlarına sahip, sendika aracılığı ile temsil gücü olan, zorla çalıştırma ve çocuk işçiliğinin olmadığı, yaptığı iş karşılığında hak ettiği ücreti alabilen ve kısacası çalışmaya ilişkin temel hak ve ilkelerin üç taraflı uzlaşma ile gerçekleştirilebildiği işlere ne ad verilir?",B,Bilgi / Analiz,Kurum-Görev eşleştirmesi,"ILO, insan onuruna yakışır","ILO, Sosyal Sigorta"
guz_ara_sinav_2024_cikmis_sorular_17,Ne zaman ortaya çıkacağı bilinmemekle birlikte ileride gerçekleşmesi muhtemel ya da muhakkak olan ve buna maruz kalan kişinin mal varlığında eksilmeye neden olan tehlikeye ne ad verilir?,A,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sosyal risk,"Sosyal Sigorta, Bismarck, Beveridge"
guz_ara_sinav_2024_cikmis_sorular_18,Sendikal örgütlenmenin önündeki engellerin kaldırılması ile özellikle bireysel olarak pazarlık gücüne sahip olamayan düşük nitelikli emeğin güçlendirilmesi ve toplu pazarlık yoluyla ücretinin artırılması gelir dağılımı politikası araçlarından hangisine bir örnektir?,D,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sosyal güvenlik politikası,"Bismarck, Sosyal Sigorta"
guz_ara_sinav_2024_cikmis_sorular_19,"Uygulamada hükümetlerin, işverenlere vergi indirimleri, prim katkısı ya da benzer destekler sağladığı aktif istihdam politikası aşağıdakilerden hangisidir? Girişimciliğin Desteklenmesine Yönelik Programlar",A,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Destek programları,"Girişimciliğin Desteklenmesine Yönelik Programlar, Aktif İstihdam Politikası"
guz_ara_sinav_2024_cikmis_sorular_20,Alınması gereken günlük kalori miktarı ya da yapılan tüketim harcamaları gibi tespit edilebilir ve doğruluğu kanıtlanabilir bir standardın ya da standartlar setinin altında kalma durumunda ortaya çıkan yoksulluk türü aşağıdakilerden hangisidir?,E,Bilgi / Analiz,Kurum-Görev eşleştirmesi,standartlar setinin altında kalma,"Objektif yoksulluk, Toplumsal yoksulluk, Göreli yoksulluk, Subjektif yoksulluk, İnsani yoksulluk"
guz_ara_sinav_2024_cikmis_sorular_21,"Aşağıdakilerden hangisi, Birleşmiş Milletler'in insani yoksulluğun ölçülmesinde yararlandığı kriterlerden biri değildir?",Bilinmiyor,Bilgi / Analiz,Kurum-Görev eşleştirmesi,insani yoksulluğun ölçülmesi,"Bismarck, Sosyal Sigorta, Okuma-yazma, İşsizlik, Temiz su"
yaz_okulu_2023_cikmis_sorular_2,"Toplumun bağımlı çalışan, ekonomik yönden güçsüz ve özel olarak bakım, gözetim, yardım, desteklenme gereksinimi duyan kesimlerinin ve grupların karşılaştıkları ya da karşılaşabilecekleri risklere, olumsuzluklara karşı en geniş biçimde korunmalarına yönelik kamusal politikaları konu alan sosyal bilim dalına ne ad verilir?",A,Bilgi / Analiz,Kurum-Görev eşleştirmesi,"Sosyal politika, risk, korunma","Sosyal Politika, Risk Management"
yaz_okulu_2023_cikmis_sorular_3,"Feodal Dönem Batı Avrupa’sında işledikleri toprak ve üretim araçları üzerinde sadece kullanım hakkına sahip olan, çalışmaları karşılığında elde ettikleri tarımsal ürünün bir bölümünü kendi ihtiyaçlarına yönelik tüketirken, büyük bir bölümünü ise güvenlik gereksinimlerini sağlayan kişilere aktaran toplumsal gruba ne ad verilir?",D,Bilgi / Analiz,Tarih-Görev eşleştirmesi,Feodal Dönem Batı Avrupa'sında,"Serf, Feodal Sistem"
yaz_okulu_2023_cikmis_sorular_4,"İşçilerin barınma yerlerinin temini, çalışma süreleri, dinlenme sürelerinin çalışma süreleri dışında tutulması, Hristiyan işçilerin kendi dinî günlerinde izin verilmesi gibi uygulamalar aşağıdaki düzenlemelerden hangisi ile gerçekleştirilmiştir?",C,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Tanzimat Fermanı ve Hristiyan işçilerin kendi dinî günlerinde izin verilmesi,"Tanzimat Fermanı, Bismarck"
yaz_okulu_2023_cikmis_sorular_5,Milletler Cemiyeti’nin dağılmasından sonra 1944 yılında ILO’nun amaçlarının yeniden belirlendiği düzenleme aşağıdakilerden hangisidir?,E,Bilgi / Analiz,Kurum-Görev eşleştirmesi,ILO'nun amaçlarının yeniden belirlendiği düzenleme,"ILO, Milletler Cemiyeti, Sanayide Çalışma Süreleri Sözleşmesi"
yaz_okulu_2023_cikmis_sorular_6,"Geçici, konjonktürel ve yapısal faktörler nedeniyle bir işgücü piyasasında yüzde yüz istihdamın sağlanamaması ve işgücünün küçük bir bölümünün işsiz olması durumuna ne ad verilir?",C,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sigortalı işgücü piyasası,"Bismarck, Sosyal Sigorta, Doğal işsizlik oranı"
yaz_okulu_2023_cikmis_sorular_7,Alınması gereken günlük kalori miktarı ya da yapılan tüketim harcamaları gibi tespit edilebilir ve doğruluğu kanıtlanabilir bir standardın ya da standartlar setinin aşağısında kalma durumuna ------- denir. Yukarıdaki cümlede boş bırakılan yeri aşağıdakilerden hangisi doğru şekilde tamamlar?,D,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Soru kökündeki 'standart' ifadesi,"Standard, Insani Yoksulluk"
yaz_okulu_2023_cikmis_sorular_8,Kişisel gelir dağılımı eşitsizliğinin ölçülmesi için kullanılan eğriye ne ad verilir?,B,-,-,-,-
yaz_okulu_2023_cikmis_sorular_9,Aşağıdakilerden hangisi Sanayi Devriminin yol açtığı sonuçlardan biri değildir?,D,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sanayi Devrimi yol açtığı sonuçlar,"Bismarck, Sosyal Sigorta, Sanayi Devrimi"
yaz_okulu_2023_cikmis_sorular_10,Aşağıdakilerden hangisi sosyal sigortaların öncelikle kapsama alacağı nüfus kesimi ve çalışan grubunu belirlerken göz önünde bulundurduğu faktörlerden biri değildir?,C,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sosyal Sigorta,"Sosyal Sigorta, Ödeme gücü faktörü, İhtiyaç faktörü, İdari imkanlar faktörü, Hukuki faktörler, Politik faktörler"
yaz_okulu_2023_cikmis_sorular_11,Aşağıdakilerden hangisi sosyal dışlanma riski yüksek olan kişi ve gruplardan biri değildir?,B,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sosyal dışlanma riski yüksek olan kişi ve gruplar,"Sosyal Dışlama Riski, Kadınlar, Vasıflı işçiler"
yaz_okulu_2023_cikmis_sorular_12,Sosyal dışlanma sorununa ilk defa açık bir biçimde yer veren uluslararası anlaşma aşağıdakilerden hangisidir?,D,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sosyal dışlanma,"Sosyal Dışlanma, Avrupa Birliği"
yaz_okulu_2023_cikmis_sorular_13,"ILO'nun Sosyal Güvenliğin Asgari Normlarına İlişkin 102 sayılı Sözleşmesi’nde, bir ülkede sosyal güvenlik sisteminin varlığından bahsedebilmek için oluşturulan sosyal güvenlik sisteminin, bağımlı çalışanların yani işçilerin en az yüzde kaçını kapsamına alması gerekmektedir?",A,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sosyal Güvenlik Sistemi,"Sosyal Güvenlik Sistemi, ILO Sözleşmesi"
yaz_okulu_2023_cikmis_sorular_14,Bir konfederasyon olan Almanya'nın birleşerek imparatorluğa dönüşmesinde ve devletçi sosyal politikaların kapsamlı bir biçimde uygulanmasında en önemli rolü oynayan ilk şansölyesi kimdir?,E,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sosyal Sigorta,"Bismarck, Sosyal Sigorta"
yaz_okulu_2023_cikmis_sorular_15,I. Ekonomik II. Kültürel III. Siyasi IV. Mekânsal Yukarıdakilerden hangisi/hangileri sosyal dışlanma biçimlerindendir?,A,-,-,-,-
yaz_okulu_2023_cikmis_sorular_16,"------- göre; küreselleşme, insanlık tarihinin kaçınılmaz olarak yaşanacak bir safhasıdır. Dünya çapında ekonomilerin ve toplumların bütünleşme sürecini ifade eder. Küreselleşme yalnızca bir mal ve hizmet ticareti artışı değildir. Haberleşme teknolojisi ve bilgi paylaşımı ile bilgi, enformasyon ve kültürün de bütünleşmesi sürecidir. Yukarıdaki cümlede boş bırakılan yeri aşağıdakilerden hangisi doğru olarak tamamlar?",B,Bilgi / Analiz,Kurum-Görev eşleştirmesi,küreselleşme,"Küreselleşme, Dünya Bankası, Dünya Ticaret Örgütü, Avrupa Birliği, Uluslararası Çalışma Örgütü, Birleşmiş Milletler"
yaz_okulu_2023_cikmis_sorular_17,"Uluslararası alanda, çocukların çalıştırılma yaşı, çalışma süreleri ve iş sağlığı ve güvenliğine ilişkin konularda temenni niteliğinde kararların alındığı ilk toplantı aşağıdakilerden hangisidir?",E,-,-,-,-
yaz_okulu_2023_cikmis_sorular_18,"Kadın işgücünü korumak amacıyla, metalürji, araba, kimya gibi ağır sanayilerdeki gelişmelere bağlı olarak kadın işgücü kullanımının geçici bir süre sınırlandığı dönem aşağıdakilerden hangisidir?",E,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sosyal Sigorta,"Sosyal Sigorta, Sanayi Devrimi"
yaz_okulu_2023_cikmis_sorular_19,Aşağıdakilerden hangisi küreselleşmenin göstergelerinden biri değildir?,B,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Küreselleşme,"Küreselleşme, Çok uluslu şirket"
yaz_okulu_2023_cikmis_sorular_20,"Küreselleşmeyi, geleneksel kavramlarla açıklanamayan “yeni bir çağın” olarak adlandıran yaklaşım aşağıdakilerden hangisidir?",C,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Söz konusu 'yeni bir çağın' ifadesi,"Küreselleşme, Yeni Çağ"
yaz_okulu_2023_cikmis_sorular_21,ILO'nun 138 sayılı İstihdama Kabulde Asgari Yaş Sözleşmesi’ne göre en az çalıştırılma yaşı kaçtır?,Bilinmiyor,Bilgi / Analiz,Kurum-Görev eşleştirmesi,ILO'nun 138 sayılı İstihdama Kabulde Asgari Yaş Sözleşmesi'ne göre,"ILO, Sosyal Sigorta"
